image_name,question,question_type,answer
synpic32933.jpg,Is the left hemidiaphragm normal?,ABN,Yes
synpic32933.jpg,Is this image normal?,ABN,Yes
synpic32933.jpg,Is the left hemidiaphragm normal?,ABN,Yes
synpic32933.jpg,Is this image normal?,ABN,Yes
synpic49914.jpg,Is this a chest x-ray?,MODALITY,yes
synpic18461.jpg,Is this a lateral film?,PLANE,no
synpic49914.jpg,Is this a study of the chest?,ORGAN,yes
synpic21044.jpg,Is the hila normal or enlarged?,ATTRIB,Enlarged
synpic18461.jpg,Are the lungs normal?,ABN,No
synpic18461.jpg,Is/Are the lung normal?,ABN,No
synpic18461.jpg,Is the chest x-ray normal?,ABN,No
synpic18461.jpg,Is this image normal?,ABN,No
synpic49914.jpg,Is/Are the lung normal?,ABN,No
synpic49914.jpg,Is this image normal?,ABN,No
synpic32933.jpg,Is this image normal?,ABN,No
synpic32933.jpg, Is/Are the right hemidiaphragm normal?,ABN,No
synpic21044.jpg,Is the heart abnormal?,ABN,Yes
synpic21044.jpg,Does the heart appear enlarged?,SIZE,Yes
synpic21044.jpg,Is/Are the heart enlarged? -yes/no,SIZE,Yes
synpic39532.jpg,Is/Are there a pneumothorax present?,PRES,No
synpic17664.jpg,Do the lung markings extend to the periphery?,PRES,Yes
synpic17664.jpg,Is a pneumothorax present in this image?,PRES,No
synpic47783.jpg,Does the width of the heart exceed more than half of the thorax?,SIZE,No
synpic47783.jpg,How wide is/are the cardiac shadow? -open,SIZE,No
synpic31955.jpg,Is the diaphragm obscured?,PRES,No
synpic31955.jpg,Is/Are the diaphragm obscured?,PRES,No
synpic31955.jpg,Is the diaphragm clearly visualized on both sides?,PRES,Yes
synpic31955.jpg,Is/Are the diaphragm visualized?,PRES,Yes
synpic45557.jpg,Are nodular calcifications present in the lungs?,PRES,No
synpic34449.jpg,Are the calcifications superior or inferior to the diaphragm?,POS,Superior
synpic45557.jpg,Do bones appear lighter on this image's modality?,MODALITY,yes
synpic39532.jpg,Is there more that one lesion present?,COUNT,No
synpic39532.jpg,Is/Are there more than one lesion present?,COUNT,No
synpic17664.jpg,Is/Are the diaphragm visualized?,PRES,Yes
synpic17664.jpg,Is/Are the diaphragm obscured?,PRES,No
synpic24390.jpg,Is/Are the heart wider than more than half the width of the thorax?,SIZE,No
synpic23803.jpg,Is/Are the free air under the left hemidiaphragm  pathologic?,PRES,No
synpic23803.jpg,Is/Are the free air under the left hemidiaphragm  pathologic?,PRES,No
synpic34449.jpg,Is this an AP image?,PLANE,no
synpic19782.jpg,Are calcified lesions present in the lung fields?,PRES,No
synpic19782.jpg,Is there evidence of large calcified lesions in the lung fields?,PRES,No
synpic19782.jpg,Is/Are there calcified lesions in the patient's lung fields?,PRES,No
synpic19782.jpg,Is/Are there free air in the patient's supraclavicular fossae?,PRES,Yes
synpic23053.jpg,Is the air under the left hemidiaphragm pathologic?,ABN,No
synpic23053.jpg,Is/Are the air under the left hemidiaphragm pathologic?,ABN,No
synpic23053.jpg,Is there free air under the left diaphragm?,PRES,No
synpic23053.jpg,Is/Are there free air in the patient's subdiaphram?,PRES,No
synpic24390.jpg,Is this image of the thorax?,ORGAN,yes
synpic24390.jpg,Is this image a CT scan?,MODALITY,no
synpic24390.jpg,Is the largest air collection on the patient's left or the right side?,POS,Right side
synpic13385.jpg,Is the air under the left hemidiaphragm pathologic?,ABN,No
synpic13385.jpg,Is/Are the air under the left hemidiaphragm pathologic?,ABN,No
synpic13385.jpg,Is subdiaphragmatic air present on the left side?,PRES,No
synpic13385.jpg,Is/Are there subdiaphragmatic air in the patient's left side? ,PRES,No
synpic47783.jpg,Is there a mass in the right hilum?,PRES,No
synpic47783.jpg,Is/Are there a mass in the patient's right hilum?,PRES,No
synpic47783.jpg,Is there evidence of a mass lesion at the right hilum?,PRES,No
synpic47783.jpg,Is/Are there a mass in the patient's right hilum?,PRES,No
synpic31962.jpg,Is there a fracture on the left 5th rib?,PRES,No
synpic31962.jpg,Is/Are there fracture in the patient's 5th rib?,PRES,No
synpic31962.jpg,Is the left fifth rib broken?,PRES,No
synpic31962.jpg,Is/Are there fracture in the patient's 5th rib?,PRES,No
synpic24390.jpg,Is subcutaneous air present?,PRES,No
synpic24390.jpg,Is/Are there subcutaneous air present?,PRES,No
synpic24390.jpg,Is there evidence of subcutaneous air collection?,PRES,No
synpic24390.jpg,Is/Are there subcutaneous air present?,PRES,No
synpic45557.jpg,Are any ribs in the image fractured?,PRES,No
synpic45557.jpg,Is/Are there fracture in the patient's  ribs?,PRES,No
synpic45557.jpg,Are there any fractures present?,PRES,No
synpic45557.jpg,Is/Are there any fractures present?,PRES,No
synpic34449.jpg,Is/Are there subcutaneous air present in the patient's right neck?,PRES,Yes
synpic23053.jpg,Is the opacity near the left lung apex pathologic?,ABN,No
synpic23053.jpg,Is/Are the opacity near the left lung apex pathologic?,ABN,No
synpic13385.jpg,Is/Are there a pneumonthorax in the patient's left apex?,PRES,No
synpic31962.jpg,Is there any inappropriate air collection in subcutaneous tissue?,PRES,No
synpic31962.jpg,Is/Are there subcutaneous air present?,PRES,No
synpic31962.jpg,Is subcutaneous air present?,PRES,No
synpic31962.jpg,Is/Are there subcutaneous air present?,PRES,No
synpic45557.jpg,Is the costophrenic angle blunted?,"PRES, ATTRIB",Yes
synpic45557.jpg,Is/Are the costophrenic angle blunted? -yes/no,"PRES, ATTRIB",Yes
synpic31916.jpg,Is this film properly exposed?,MODALITY,yes
synpic24538.jpg,Is the heart dilated?,SIZE,No
synpic19118.jpg,Are these small opacities in the right lung calcifications?,PRES,No
synpic52951.jpg,Is there any shifting on the path of the trachea?,PRES,No
synpic52951.jpg,Is this a solitary nodule?,PRES,Yes
synpic31916.jpg,Is the right lung normal in size?,SIZE,No
synpic19118.jpg,Is this a cyst in the left lung?,POS,No
synpic31916.jpg,Is the stomach dilated?,SIZE,no
synpic33226.jpg,Is the heart a normal size?,SIZE,Yes
synpic33226.jpg,Is/Are the heart size normal?,SIZE,Yes
synpic33226.jpg,Is the heart size normal?,SIZE,Yes
synpic33226.jpg,Is/Are the heart size normal?,SIZE,Yes
synpic50943.jpg,Can a pulmonary mass be appreciated?,PRES,no
synpic50943.jpg,Is a pulmonary mass present?,PRES,no
synpic44865.jpg,Is this a solid or cystic lesion?,ATTRIB,Solid
synpic44865.jpg,Is the lesion a solid or cystic lesion?,ATTRIB,Solid
synpic16810.jpg,Is this in the PA plane?,PLANE,yes
synpic50943.jpg,Is there anything abnormal about the heart size?,SIZE,Yes
synpic50943.jpg,Is the heart enlarged?,SIZE,Yes
synpic50943.jpg,Is/Are the heart enlarged?,SIZE,Yes
synpic28378.jpg,Is this patient male or female?,OTHER,Female
synpic33226.jpg,Can this image highlight bone fractures (if present)?,MODALITY,yes
synpic60423.jpg,Can you appreciate a pleural effusion?,PRES,no
synpic60423.jpg,Is/Are there a pleural effusion?,PRES,no
synpic60423.jpg,Is a pleural effusion present?,PRES,no
synpic60423.jpg,Is/Are there a pleural effusion?,PRES,no
synpic60423.jpg,Is the heart enlarged?,SIZE,No
synpic60423.jpg,Is/Are the heart enlarged?,SIZE,No
synpic60423.jpg,Is the heart size increased?,SIZE,No
synpic60423.jpg,Is/Are the heart enlarged?,SIZE,No
synpic27402.jpg,Is this image sufficient for a diagnosis?,OTHER,No
synpic27402.jpg,Is the image enough to diagnose?,OTHER,No
synpic50943.jpg,Is there a right-sided pleural effusion?,PRES,no
synpic50943.jpg,Is/Are there a pleural effusion?,PRES,no
synpic50943.jpg,Is there an effusion present on the right-side?,PRES,no
synpic50943.jpg,Is/Are there a pleural effusion?,PRES,no
synpic16810.jpg,Do you see a pleural effusion?,PRES,No
synpic16810.jpg,Is/Are there a Pleural effusion?,PRES,No
synpic16810.jpg,Is a pleural effusion present?,PRES,No
synpic16810.jpg,Is/Are there a Pleural effusion?,PRES,No
synpic33226.jpg,Is a pleural effusion present?,PRES,No
synpic33226.jpg,Is/Are there a pleural effusion?,PRES,No
synpic33226.jpg,Is there a pleural effusion?,PRES,No
synpic33226.jpg,Is/Are there a pleural effusion?,PRES,No
synpic31248.jpg,Is the heart size abnormal?,SIZE,No
synpic31248.jpg,Is/Are the heart size abnormal?,SIZE,No
synpic31248.jpg,Is the heart enlarged?,SIZE,No
synpic31248.jpg,Is/Are the heart enlarged? ,SIZE,No
synpic16810.jpg,Can you evaluate the kidneys 	bladde r	or ureters in this image?,PRES,No
synpic60423.jpg,Can you diagnose a pericardial effusion from this image?,OTHER,No
synpic60423.jpg,Is this image sufficient to diagnose pericardial effusion?,OTHER,No
synpic28378.jpg,Is there a pleural effusion present?,PRES,No
synpic28378.jpg,Is/Are there pleural effusion?,PRES,No
synpic28378.jpg,Is there a pleural effusion,PRES,No
synpic28378.jpg,Is/Are there pleural effusion?,PRES,No
synpic27402.jpg,Did this patient sustain physical damage?,OTHER,no
synpic27402.jpg,Do you suspect a physical injury?,OTHER,no
synpic44865.jpg,Can you see all of the ribs on the left side?,PRES,no
synpic44865.jpg,Can the left ribs be evaluated?,PRES,no
synpic31248.jpg,Can you appreciate a pleural effusion anywhere?,PRES,no
synpic31248.jpg,Is pleural effusion present?,PRES,no
synpic33226.jpg,Does the left humerus appear to be fractured?,PRES,No
synpic33226.jpg,Is/Are the humerus fractured?,PRES,No
synpic33226.jpg,Is there a fracture of the left humerus?,PRES,No
synpic33226.jpg,Are both lungs abnormally inflated?,ABN,no
synpic44865.jpg,Can a pleural effusion be appreciated on the right side?,PRES,no
synpic44865.jpg,Is/Are there a right pleural effusion?,PRES,no
synpic44865.jpg,Is there a right-sided pleural effusion?,PRES,no
synpic44865.jpg,Is/Are there a right pleural effusion?,PRES,no
synpic32962.jpg,Is/Are there hylar lymphadenopathy?,PRES,yes
synpic32962.jpg,Is/Are there hylar lymphadenopathy?,PRES,yes
synpic32962.jpg,Is/Are there a widened mediastinum?,SIZE,Yes
synpic32962.jpg,Is/Are there a widened mediastinum?,SIZE,Yes
synpic18651.jpg,Does this image show heart failure?,OTHER,yes
synpic18651.jpg,is this heart failure,OTHER,yes
synpic18651.jpg,Is/Are the heart enlarged?,SIZE,yes
synpic18651.jpg,Is/Are the heart enlarged?,SIZE,yes
synpic46976.jpg,is the heart enlarged?,SIZE,yes
synpic46976.jpg,Is/Are the heart enlarged?,SIZE,yes
synpic46976.jpg,Is there cardiomegaly?,SIZE,yes
synpic46976.jpg,Is/Are the heart enlarged?,SIZE,yes
synpic32962.jpg,Is this coronal plane?,PLANE,yes
synpic46539.jpg,Is/Are there a pleural effusion?,PRES,yes
synpic46539.jpg,Is/Are there a pleural effusion?,PRES,yes
synpic51872.jpg,Is there a lung mass?,PRES,yes
synpic51872.jpg,Is/Are there a lung mass?,PRES,yes
synpic51872.jpg,Is there a mass in the lung?,PRES,yes
synpic51872.jpg,Is/Are there a lung mass?,PRES,yes
synpic31259.jpg,Is/Are there a mass?,PRES,yes
synpic31259.jpg,Is/Are there a mass?,PRES,yes
synpic23989.jpg,does this constitute a pulmonary pathology?,ORGAN,yes
synpic46539.jpg,Is this lesion loculated,PRES,no
synpic46539.jpg,Is/Are the lesion loculated? -yes/no,PRES,no
synpic46539.jpg,Is there loculation of this lesion?,PRES,no
synpic46539.jpg,Is/Are the lesion loculated? -yes/no,PRES,no
synpic22037.jpg,Is this a standing CXR,MODALITY,no
synpic23989.jpg,is this an AP CXR,MODALITY,yes
synpic22037.jpg,is the pulmonary system shown?,ORGAN,yes
synpic55464.jpg,Is the mediastinum widened?,SIZE,yes
synpic55464.jpg,Is/Are there a widened mediastinum?,SIZE,yes
synpic55464.jpg,Is there a widened mediastium?,SIZE,yes
synpic55464.jpg,Is/Are there a widened mediastinum?,SIZE,yes
synpic46976.jpg,Is/Are there increased vascular markings? ,PRES,yes
synpic46976.jpg,Is/Are the vascular markings increased?,PRES,yes
synpic32962.jpg,Doe this image depict an interstitial lung process?,PRES,yes
synpic32962.jpg,Is/Are there interstitial process in the patient's lungs?,PRES,yes
synpic32962.jpg,Is there an interstitial lung process?,PRES,yes
synpic32962.jpg,Is/Are there interstitial process in the patient's lungs?,PRES,yes
synpic55464.jpg,Is this a PA film?,MODALITY,yes
synpic55464.jpg,Does the pathology involve the CV system,ORGAN,yes
synpic22037.jpg,Is the chest xray underexposed?,OTHER,yes
synpic22037.jpg,Is this image underexposed?,OTHER,yes
synpic51872.jpg,Do you see a cavitary lesion in this chest xray?,PRES,yes
synpic51872.jpg,Is/Are there a cavitary lesion?,PRES,yes
synpic51872.jpg,is there a cavitary lesion?,PRES,yes
synpic51872.jpg,Is/Are there a cavitary lesion?,PRES,yes
synpic27047.jpg,Does this patient have cardiomegaly?,SIZE,No
synpic21042.jpg,Is this patient intubated?,PRES,No
synpic21042.jpg,Is this a PA image?,PLANE,yes
synpic33378.jpg,Does this patient have a pneumothorax?,PRES,Yes
synpic100132.jpg,Does this radiograph contain parts of the cardiovascular system?,ORGAN,yes
synpic100132.jpg,Is the heart enlarged?,SIZE,No
synpic33378.jpg,Does this patient have a pleural effusion?,PRES,No
synpic100132.jpg,Was this image taken in the AP or PA plane?,PLANE,PA
synpic28355.jpg,Does this xray show an intubated patient?,PRES,No
synpic21042.jpg,Does this image show a pneumothorax?,PRES,No
synpic100132.jpg,Is this a CT scan?,MODALITY,no
synpic28355.jpg,Is this xray suggestive of aortic dissection?,PRES,No
synpic16170.jpg,Does this patient have any fractured ribs?,PRES,No
synpic27047.jpg,Is there a clavicle fracture shown in this radiograph?,PRES,No
synpic21037.jpg,Does this patient have an endotracheal tube placed?,PRES,No
synpic21037.jpg,Does this CXR display pneumoperitoneum?,PRES,No
synpic21042.jpg,Does this image show a pleural effusion?,PRES,No
synpic17848.jpg,Is there evidence of pneumothorax?,PRES,No
synpic17848.jpg,Is/Are there pneumothorax?,PRES,No
synpic17848.jpg,Is there a pneumothorax?,PRES,No
synpic17848.jpg,Is/Are there pneumothorax?,PRES,No
synpic16407.jpg,Are the pulmonary arteries enlarged?,SIZE,Yes
synpic16407.jpg,Is/Are the pulmonary arteries enlarged?,SIZE,Yes
synpic16407.jpg,Do the pulmonary arteries appear enlarged?,SIZE,Yes
synpic16407.jpg,Is/Are the pulmonary arteries enlarged?,SIZE,Yes
synpic17848.jpg,Are the findings normal?,ABN,No
synpic17848.jpg,Is this image normal?,ABN,No
synpic17848.jpg,Is this a normal image?,ABN,No
synpic17848.jpg,Is this image normal?,ABN,No
synpic16407.jpg,Are the lungs hyperinflated?,PRES,Yes
synpic16407.jpg,Is/Are the lungs hyperinflated?,PRES,Yes
synpic16407.jpg,Do the lungs appear hyperinflated?,PRES,Yes
synpic16407.jpg,Is/Are the lungs hyperinflated?,PRES,Yes
synpic40520.jpg,Is/Are the trachea located near/in the midline?,PRES,Yes
synpic40520.jpg,Is the trachea midline?,PRES,Yes
synpic17848.jpg,Is this image best taken on expiration?,PLANE,no
synpic22097.jpg,Do you see fluid in the left lung?,PRES,Yes
synpic22097.jpg,Is/Are there fluid in the patient's left lung?,PRES,Yes
synpic22097.jpg,Is there fluid in the left lung?,PRES,Yes
synpic22097.jpg,Is/Are there fluid in the patient's left lung?,PRES,Yes
synpic40520.jpg,Does the heart appear normal size?,SIZE,No
synpic40520.jpg,Is/Are the heart normal size?,SIZE,No
synpic40520.jpg,Is the width of the cardiac silhouette normal?,SIZE,No
synpic40520.jpg,Is/Are the heart normal size?,SIZE,No
synpic32970.jpg,Are there any bone fractures present?,PRES,No
synpic32970.jpg,Is/Are there bone fractures?,PRES,No
synpic32970.jpg,Does the patient have any bone fractures?,PRES,No
synpic32970.jpg,Is/Are there bone fractures?,PRES,No
synpic27277.jpg,Are the patients' ribs symmetric on both sides?,"PRES, ATTRIB",No
synpic27277.jpg,Is/Are there symmtery in the patient's ribs on both sides?,"PRES, ATTRIB",No
synpic27277.jpg,Is there symmetry of the patient's ribs on both sides?,"PRES, ATTRIB",No
synpic27277.jpg,Is/Are there symmtery in the patient's ribs on both sides?,"PRES, ATTRIB",No
synpic31256.jpg,Is the heart enlarged?,SIZE,no
synpic31256.jpg,Is the heart enlarged?,SIZE,no
synpic31394.jpg,Is the image an CT scan?,MODALITY,no
synpic17145.jpg,Is there a pneumothorax seen in the above image?,PRES,No
synpic17145.jpg,Is/Are there a pneumothorax?,PRES,No
synpic17145.jpg,Is there a pneumothorax present?,PRES,No
synpic17145.jpg,Is/Are there a pneumothorax?,PRES,No
synpic31394.jpg,Does the heart look enlarged?,SIZE,No
synpic31394.jpg,Is/Are the heart enlarged ?,SIZE,No
synpic31394.jpg,Is the heart enlarged?,SIZE,No
synpic31394.jpg,Is/Are the heart enlarged ?,SIZE,No
synpic42805.jpg,Is the heart larger than normal?,SIZE,No
synpic42805.jpg,Is/Are the the heart enlarged?,SIZE,No
synpic42805.jpg,Is the heart enlarged?,SIZE,No
synpic42805.jpg,Is/Are the the heart enlarged?,SIZE,No
synpic17738.jpg,Is the heart enlarged?,SIZE,No
synpic17738.jpg,Is the heart enlarged?,SIZE,No
synpic17738.jpg,Is this a PA film?,PLANE,yes
synpic32970.jpg,Are there multiple lesions in the chest of the above patient?,PRES,No
synpic32970.jpg,Is there multiple lesions in the patient's chest?,PRES,No
synpic32970.jpg,Does this patient have multiple lesions in their chest?,PRES,No
synpic32970.jpg,Is there multiple lesions in the patient's chest?,PRES,No
synpic31394.jpg,Are the pulmonary nodules diffuse in the chest or lateralized to one side?,POS,Diffuse
synpic31394.jpg,Where are the pulmonary nodules located?,POS,Diffuse
synpic31394.jpg,Is the location of the pulmonary nodules diffuse or lateralized to one side?,POS,Diffuse
synpic31394.jpg,Where are the pulmonary nodules located?,POS,Diffuse
synpic33481.jpg,Are the lesions only in one lobe?,POS,No
synpic33481.jpg,Is/Are the lesions located near/in the one lobe?,POS,No
synpic33481.jpg,Are the opacities confined to one lung lobe?,POS,No
synpic33481.jpg,Is/Are the lesions located near/in the one lobe?,POS,No
synpic33331.jpg,Is this a mid-sagittal film?,PLANE,no
synpic33429.jpg,Is there free air under the diaphragm?,PRES,No
synpic33429.jpg,Is/Are there air in the abdomen?,PRES,No
synpic33429.jpg,Is there air in the abdominal cavity?,PRES,No
synpic33429.jpg,Is/Are there air in the abdomen?,PRES,No
synpic16221.jpg,Is this an axial image?,PLANE,no
synpic17675.jpg,Is there free air under the diaphragm?,PRES,No
synpic17675.jpg,Is/Are there free air in the patient's (under the) diaphragm?,PRES,No
synpic17675.jpg,Is subdiaphragmatic free air present?,PRES,No
synpic17675.jpg,Is/Are there free air in the patient's (under the) diaphragm?,PRES,No
synpic33302.jpg,Are there any consolidations present in the lungs?,PRES,No
synpic33302.jpg,Is/Are there pulmonary consolidations?,PRES,No
synpic33302.jpg,Are there any pulmonary consolidations?,PRES,No
synpic33302.jpg,Is/Are there pulmonary consolidations?,PRES,No
synpic33331.jpg,Is the heart shadow abnormally large?,SIZE,No
synpic33331.jpg,Is/Are the heart shadow abnormally large?,SIZE,No
synpic33331.jpg,Is the cardiac silhouette enlarged?,SIZE,No
synpic33331.jpg,Is/Are the heart shadow abnormally large?,SIZE,No
synpic24350.jpg,Is there a pneumothorax?,PRES,No
synpic24350.jpg,Is/Are there pneumothorax?,PRES,No
synpic24350.jpg,Is a pneumothorax present?,PRES,No
synpic24350.jpg,Is/Are there pneumothorax?,PRES,No
synpic45610.jpg,Is/Are the trachea normal?,ABN,No
synpic45610.jpg,Is/Are the trachea normal?,PRES,Yes
synpic16221.jpg,Is there pneumothorax?,OTHER,No
synpic33429.jpg,What is/are the free air near/in the thorax?,PRES,No
synpic33429.jpg,What is/are the free air near/in the thorax?,PRES,No
synpic17675.jpg,Are there cilia present at the level of alveoli?,PRES,no
synpic33331.jpg,Are any of the ribs fractured?,PRES,No
synpic33331.jpg,Is/Are the ribs fractured? -yes/no,PRES,No
synpic33331.jpg,Are there rib fractures present?,PRES,No
synpic33331.jpg,Is/Are the ribs fractured? -yes/no,PRES,No
synpic33481.jpg,Does a blocked alveoli cause a V/Q mismatch?,OTHER,yes
synpic16221.jpg,Is the trachea deviated from midline?,PRES,No
synpic16221.jpg,Is/Are there tracheal deviation?,PRES,No
synpic16221.jpg,Is there tracheal deviation?,PRES,No
synpic16221.jpg,Is/Are there tracheal deviation?,PRES,No
synpic17675.jpg,Can x rays be used to identify liver lesions?,OTHER,no
synpic33481.jpg,Are the hemidiaphragms flattened?,ATTRIB,No
synpic33481.jpg,Is/Are the diaphragm  flattened? -yes/no,ATTRIB,No
synpic33481.jpg,Is the diaphragm flattened on either side,ATTRIB,No
synpic33481.jpg,Is/Are the diaphragm  flattened? -yes/no,ATTRIB,No
synpic45610.jpg,Is the cardiac silhouette enlarged?,SIZE,No
synpic45610.jpg,Is/Are the heart size abnormal?,SIZE,No
synpic45610.jpg,Is the heart size abnormal,SIZE,No
synpic45610.jpg,Is/Are the heart size abnormal?,SIZE,No
synpic33481.jpg,Is the aorta abnormally wide?,SIZE,No
synpic33481.jpg,is the aortic knob widened?,SIZE,No
synpic33481.jpg,Is the aortic knob widened?,SIZE,No
synpic33481.jpg,is the aortic knob widened?,SIZE,No
synpic24350.jpg,Is the trachea normal?,PRES,Yes
synpic24350.jpg,Is/Are the trachea normal?,PRES,Yes
synpic24350.jpg,Is the trachea midline?,PRES,Yes
synpic24350.jpg,Is the trachea midline?,PRES,Yes
synpic17675.jpg,Is there a pneumothorax?,PRES,No
synpic17675.jpg,Is/Are there pneumothorax?,PRES,No
synpic17675.jpg,Is a pneuomothorax present?,PRES,No
synpic17675.jpg,Is/Are there pneumothorax?,PRES,No
synpic33302.jpg,Is/Are there pneumothorax?,PRES,No
synpic33302.jpg,Is/Are there pneumothorax?,PRES,No
synpic26413.jpg,Are the clavicles fractured?,PRES,No
synpic26413.jpg,Is/Are there clavicular fracture?,PRES,No
synpic26413.jpg,Is a clavicular fracture present?,PRES,No
synpic26413.jpg,Is/Are there clavicular fracture?,PRES,No
synpic24350.jpg,Is a pleural effusion present?,PRES,No
synpic24350.jpg,Is/Are there pleural effusion?,PRES,No
synpic24350.jpg,Is there a pleural effusion?,PRES,No
synpic24350.jpg,Is/Are there pleural effusion?,PRES,No
synpic45610.jpg,Is/Are the diaphragm flat? -yes/no,ATTRIB,No
synpic45610.jpg,Is/Are the diaphragm flat? -yes/no,ATTRIB,No
synpic27646.jpg,Is there lymphadenopathy?,PRES,No
synpic27646.jpg,Is there lymphadenopathy?,PRES,No
synpic27646.jpg,Is lymphadenopathy present?,PRES,No
synpic27646.jpg,Is there lymphadenopathy?,PRES,No
synpic31217.jpg,Is this an image of normal physiology?,ABN,No
synpic31217.jpg,Is this patient healthy?,ABN,No
